metric_group,scenario,meal_rest_prems_credit,other_credit,metric_label,source,expr,extrap_expr,digits,denom,no_year_breakdown
Damages - Waiting Time Penalties,no waivers,FALSE,FALSE,Waiting time penalties (no waivers) $,pp_data1,"sum(wt_penalty[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,no waivers,TRUE,FALSE,Employees with waiting time penalties (less premiums paid; no waivers),pp_data1,"uniqueN(ID[wt_penalty_less_prems > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_prems > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,no waivers,TRUE,FALSE,Waiting time penalties (less premiums paid; no waivers) $,pp_data1,"sum(wt_penalty_less_prems[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_prems[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_prems > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,waivers,FALSE,FALSE,Employees with waiting time penalties (waivers),pp_data1,"uniqueN(ID[wt_penalty_w > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,waivers,FALSE,FALSE,Waiting time penalties (waivers) $,pp_data1,"sum(wt_penalty_w[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_w > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,waivers,TRUE,FALSE,Employees with waiting time penalties (less premiums paid; waivers),pp_data1,"uniqueN(ID[wt_penalty_less_prems_w > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_prems_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,waivers,TRUE,FALSE,Waiting time penalties (less premiums paid; waivers) $,pp_data1,"sum(wt_penalty_less_prems_w[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_prems_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_w > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_prems_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,hybrid,FALSE,FALSE,Employees with waiting time penalties (hybrid),pp_data1,"uniqueN(ID[wt_penalty_h > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,hybrid,FALSE,FALSE,Waiting time penalties (hybrid) $,pp_data1,"sum(wt_penalty_h[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_h[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_h > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,hybrid,TRUE,FALSE,Employees with waiting time penalties (less premiums paid; hybrid),pp_data1,"uniqueN(ID[wt_penalty_less_prems_h > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_prems_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,hybrid,TRUE,FALSE,Waiting time penalties (less premiums paid; hybrid) $,pp_data1,"sum(wt_penalty_less_prems_h[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_prems_h[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_h > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_prems_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,no waivers,FALSE,TRUE,"Employees with waiting time penalties, after credits (no waivers)",pp_data1,"uniqueN(ID[wt_penalty_less_credits> 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_credits > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,no waivers,FALSE,TRUE,"Waiting time penalties, after credits (no waivers) $",pp_data1,"sum(wt_penalty_less_credits[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_credits[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_credits> 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_credits > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,no waivers,TRUE,TRUE,"Employees with waiting time penalties, after credits (less premiums paid; no waivers)",pp_data1,"uniqueN(ID[wt_penalty_less_prems_and_credits > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_prems_and_credits > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,no waivers,TRUE,TRUE,"Waiting time penalties, after credits (less premiums paid; no waivers) $",pp_data1,"sum(wt_penalty_less_prems_and_credits[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_prems_and_credits[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_and_credits > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_prems_and_credits > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,waivers,FALSE,TRUE,"Employees with waiting time penalties, after credits (waivers)",pp_data1,"uniqueN(ID[wt_penalty_less_credits_w > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_credits_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,waivers,FALSE,TRUE,"Waiting time penalties, after credits (waivers) $",pp_data1,"sum(wt_penalty_less_credits_w[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_credits_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_credits_w > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_credits_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,waivers,TRUE,TRUE,"Employees with waiting time penalties, after credits (less premiums paid; waivers)",pp_data1,"uniqueN(ID[wt_penalty_less_prems_and_credits_w > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_prems_and_credits_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,waivers,TRUE,TRUE,"Waiting time penalties, after credits (less premiums paid; waivers) $",pp_data1,"sum(wt_penalty_less_prems_and_credits_w[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_prems_and_credits_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_and_credits_w > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_prems_and_credits_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,hybrid,FALSE,TRUE,"Employees with waiting time penalties, after credits (hybrid)",pp_data1,"uniqueN(ID[wt_penalty_less_credits_h > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_credits_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,hybrid,FALSE,TRUE,"Waiting time penalties, after credits (hybrid) $",pp_data1,"sum(wt_penalty_less_credits_h[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_credits_h[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_credits_h > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_credits_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Waiting Time Penalties,hybrid,TRUE,TRUE,"Employees with waiting time penalties, after credits (less premiums paid; hybrid)",pp_data1,"uniqueN(ID[wt_penalty_less_prems_and_credits_h > 0], na.rm=TRUE)","(uniqueN(ID[wt_penalty_less_prems_and_credits_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees)",0,pp_wt_employees,TRUE
Damages - Waiting Time Penalties,hybrid,TRUE,TRUE,"Waiting time penalties, after credits (less premiums paid; hybrid) $",pp_data1,"sum(wt_penalty_less_prems_and_credits_h[ee_flag==1], na.rm=TRUE)","(sum(wt_penalty_less_prems_and_credits_h[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_and_credits_h > 0], na.rm=TRUE)) * ((uniqueN(ID[wt_penalty_less_prems_and_credits_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),no waivers,FALSE,FALSE,Damages grand total (principal + interest + penalties) (no waivers) $,pp_data1,"sum(tot_dmgs_w_penalties, na.rm=TRUE)","((sum(tot_principal_dmgs, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest, na.rm=TRUE) / sum(tot_principal_dmgs, na.rm=TRUE) * (sum(tot_principal_dmgs, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),no waivers,TRUE,FALSE,Damages grand total (principal + interest + penalties) (less premiums paid; no waivers) $,pp_data1,"sum(tot_dmgs_w_penalties_less_prems, na.rm=TRUE)","((sum(tot_principal_dmgs_less_prems, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_less_prems, na.rm=TRUE) / sum(tot_principal_dmgs_less_prems, na.rm=TRUE) * (sum(tot_principal_dmgs_less_prems, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_less_prems[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_less_prems > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_less_prems > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_less_prems[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_less_prems > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),waivers,FALSE,FALSE,Damages grand total (principal + interest + penalties) (waivers) $,pp_data1,"sum(tot_dmgs_w_penalties_w, na.rm=TRUE)","((sum(tot_principal_dmgs_w, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_w > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_w, na.rm=TRUE) / sum(tot_principal_dmgs_w, na.rm=TRUE) * (sum(tot_principal_dmgs_w, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_w > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_w > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_w > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),waivers,TRUE,FALSE,Damages grand total (principal + interest + penalties) (less premiums paid; waivers) $,pp_data1,"sum(tot_dmgs_w_penalties_less_prems_w, na.rm=TRUE)","((sum(tot_principal_dmgs_less_prems_w, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_w > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_less_prems_w, na.rm=TRUE) / sum(tot_principal_dmgs_less_prems_w, na.rm=TRUE) * (sum(tot_principal_dmgs_less_prems_w, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_w > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_less_prems_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_less_prems_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_less_prems_w > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_less_prems_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_w > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_less_prems_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),hybrid,FALSE,FALSE,Damages grand total (principal + interest + penalties) (hybrid) $,pp_data1,"sum(tot_dmgs_w_penalties_h, na.rm=TRUE)","((sum(tot_principal_dmgs_h, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_h > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_h > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_h, na.rm=TRUE) / sum(tot_principal_dmgs_h, na.rm=TRUE) * (sum(tot_principal_dmgs_h, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_h > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_h > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_h[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_h > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_h > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_h[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_h > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),hybrid,TRUE,FALSE,Damages grand total (principal + interest + penalties) (less premiums paid; hybrid) $,pp_data1,"sum(tot_dmgs_w_penalties_less_prems_h, na.rm=TRUE)","((sum(tot_principal_dmgs_less_prems_h, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_h > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_h > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_less_prems_h, na.rm=TRUE) / sum(tot_principal_dmgs_less_prems_h, na.rm=TRUE) * (sum(tot_principal_dmgs_less_prems_h, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_h > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_h > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_less_prems_h[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_less_prems_h > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_less_prems_h > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_less_prems_h[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_h > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_less_prems_h > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),no waivers,FALSE,TRUE,"Damages grand total (principal + interest + penalties), after credits (no waivers) $",pp_data1,"sum(tot_dmgs_w_penalties_less_credits, na.rm=TRUE)","((sum(tot_principal_dmgs_less_credits, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_credits > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_credits > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_less_credits, na.rm=TRUE) / sum(tot_principal_dmgs_less_credits, na.rm=TRUE) * (sum(tot_principal_dmgs_less_credits, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_credits > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_credits > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_less_credits[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_less_credits > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_less_credits > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_less_credits[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_credits > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_less_credits > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),no waivers,TRUE,TRUE,"Damages grand total (principal + interest + penalties), after credits (less premiums paid; no waivers) $",pp_data1,"sum(tot_dmgs_w_penalties_less_prems_and_credits, na.rm=TRUE)","((sum(tot_principal_dmgs_less_prems_and_credits, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_and_credits > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_and_credits > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_less_prems_and_credits, na.rm=TRUE) / sum(tot_principal_dmgs_less_prems_and_credits, na.rm=TRUE) * (sum(tot_principal_dmgs_less_prems_and_credits, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_and_credits > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_and_credits > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_less_prems_and_credits[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_less_prems_and_credits > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_less_prems_and_credits > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_less_prems_and_credits[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_and_credits > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_less_prems_and_credits > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),waivers,FALSE,TRUE,"Damages grand total (principal + interest + penalties), after credits (waivers) $",pp_data1,"sum(tot_dmgs_w_penalties_less_credits_w, na.rm=TRUE)","((sum(tot_principal_dmgs_less_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_credits_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_credits_w > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_less_credits_w, na.rm=TRUE) / sum(tot_principal_dmgs_less_credits_w, na.rm=TRUE) * (sum(tot_principal_dmgs_less_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_credits_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_credits_w > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_less_credits_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_less_credits_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_less_credits_w > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_less_credits_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_credits_w > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_less_credits_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
Damages - Grand Total (Principal + Interest + Penalties),waivers,TRUE,TRUE,"Damages grand total (principal + interest + penalties), after credits (less premiums paid; waivers) $",pp_data1,"sum(tot_dmgs_w_penalties_less_prems_and_credits_w, na.rm=TRUE)","((sum(tot_principal_dmgs_less_prems_and_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_and_credits_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_and_credits_w > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))) + (sum(interest_less_prems_and_credits_w, na.rm=TRUE) / sum(tot_principal_dmgs_less_prems_and_credits_w, na.rm=TRUE) * (sum(tot_principal_dmgs_less_prems_and_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_and_credits_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[tot_principal_dmgs_less_prems_and_credits_w > 0], na.rm=TRUE) / pp_pay_periods * (extrap_class_pps))))) + (sum(wsv_penalty_less_prems_and_credits_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID_Period_End[wsv_penalty_less_prems_and_credits_w > 0], na.rm=TRUE) * (uniqueN(ID_Period_End[wsv_penalty_less_prems_and_credits_w > 0], na.rm=TRUE) / uniqueN(ID_Period_End[Period_End > wsv_start_date], na.rm=TRUE) * (extrap_wsv_pps))) + ((sum(wt_penalty_less_prems_and_credits_w[ee_flag==1], na.rm=TRUE) / uniqueN(ID[wt_penalty_less_prems_and_credits_w > 0], na.rm=TRUE)) * (uniqueN(ID[wt_penalty_less_prems_and_credits_w > 0], na.rm=TRUE)  / uniqueN(ID[Period_End > wt_start_date & active != 1], na.rm=TRUE)) * (extrap_wt_former_ees))",2,,TRUE
